id;numvoie;typevoie;libvoie;cp;commune
DP07216521Z0032-0;22;RUE;FRANCOIS MONIER;72100;LE MANS
DP07216521Z0032-2;;LIEU-;LA VALLEE;72450;LOMBRON
DP07216521Z0033-0;1628;ROUTE;DE LA MARTINIERE;72450;LOMBRON
DP07216521Z0033-2;1628;;ROUTE DE LA MARTINIERE;72450;LOMBRON
DP07216521Z0034-0;466;CHEMI;DU HAUT COUTIL;72450;LOMBRON
DP07216521Z0034-2;466;;CHEMIN DU HAUT COUTIL;72450;LOMBRON
DP07216521Z0035-0;308;ROUTE;DE SAINT CORNEILLE;72450;LOMBRON
DP07216521Z0035-2;308;;DE SAINT CORNEILLE;72450;LOMBRON
DP07216521Z0036-0;1;RESID;DES PLANTES;72450;LOMBRON
DP07216521Z0036-2;1;RESID;DES PLANTES;72450;LOMBRON
DP07216521Z0037-0;1;RUE;JULES VERNE;72650;AIGNE
DP07216521Z0037-2;491;;CHEMIN DES FERMES;72450;LOMBRON
DP07216521Z0038-0;560;ROUTE;DE SAUSSAY;72450;LOMBRON
DP07216521Z0038-2;612;ROUTE;DE SAUSSAY;72450;LOMBRON
DP07218621Z0013-0;3;RUE;Du Pré du Bourg;72170;MARESCHÉ
DP07218621Z0013-2;3;RUE;DU PRÉ DU BOURG;72170;MARESCHE
DP07218621Z0016-0;4 BIS;RUE;DES SABLONS;72170;MARESCHE
DP07218621Z0016-2;;;LA HAUTE FOULERIE;72170;MARESCHE
DP07218621Z0017-0;;LIEU-;HORTON;72170;MARESCHE
DP07218621Z0017-2;;;HORTON;72170;MARESCHE
DP07218621Z0018-0;2;RUE;DES SAULES;72170;MARESCHE
DP07218621Z0018-2;2;;RUE DES SAULES;72170;MARESCHE
DP07218621Z0019-0;;RUE;DU PONT DU GUÉ;72170;MARESCHÉ
DP07218621Z0019-2;1;;RUE DU PONT DU GUE;72170;MARESCHE
DP07218621Z0020-0;;LIEU-;LA MENARDERIE;72170;MARESCHE
DP07218621Z0020-2;;;LA MENARDERIE;72170;MARESCHE
DP07218721Z0017-0;;;43 RUE DU SAULE TRAPU;91300;MASSY
DP07218721Z0017-2;;;LES SIMONNERIES;72220;MARIGNE LAILLE
DP07220020Z0016-0;10;;COURS DES AVOCATS;72230;MONCE EN BELIN
DP07220020Z0016-1;10;;COURS DES AVOCATS;72230;MONCE EN BELIN
DP07220020Z0016-2;10;;COURS DES AVOCATS;72230;MONCE EN BELIN
DP07220021Z0004-0;;;L'Espaigne;72220;SAINT GERVAIS EN BELIN
DP07220021Z0004-1;;LIEU-;L'ESPAIGNE;72220;SAINT GERVAIS EN BELIN
DP07220021Z0004-2;23;ROUTE;de Mulsanne;72230;MONCE EN BELIN
DP07220021Z0045-0;;;LOIRECOPARK 1;72500;VAAS
DP07220021Z0045-2;;;LE PATIS;72230;MONCE EN BELIN
DP07220021Z0048-0;16;RUE;DE LA VILLE L'EVÊQUE;75008;PARIS
DP07220021Z0048-1;16;RUE;DE LA VILLE L'EVÊQUE;75008;PARIS
DP07220021Z0048-2;;;LA COUDRAIE;72230;MONCE EN BELIN
DP07220021Z0049-0;76;RUE;DES FRANÇAIS LIBRES;44200;NANTES
DP07220021Z0049-1;37;BOULE;François MITTERRAND;44816;SAINT HERBLAIN
DP07220021Z0049-2;;;LE CHAMP DE LA CROIX DU BI;72230;MONCE EN BELIN
DP07220021Z0050-0;99 TE;BOULE;DES AVOCATS;72230;MONCÉ EN BELIN
DP07220021Z0050-2;99;;BOULEVARD DES AVOCATS;72230;MONCE EN BELIN
DP07220021Z0051-0;16;RUE;DE LA VILLE L'EVÊQUE;75008;PARIS
DP07220021Z0051-1;16;RUE;DE LA VILLE L'EVÊQUE;75008;PARIS
DP07220021Z0051-2;;;L ABORD;72230;MONCE EN BELIN
DP07220520Z0013-0;1;;rue de la Violetterie;72380;MONTBIZOT
DP07220520Z0013-2;1;;rue de la Violetterie;72380;MONTBIZOT
DP07220521Z0023-0;35;;route de Teillé;72380;MONTBIZOT
DP07220521Z0023-2;35;;route de Teillé;72380;MONTBIZOT
DP07220521Z0029-0;18 bi;;Rue des Vignes;72380;Montbizot
DP07220521Z0029-2;18bis;;rue des Vignes;72380;MONTBIZOT
DP07220521Z0030-0;137;;route du Boulay;72380;MONTBIZOT
DP07220521Z0030-2;137;;route du Boulay;72380;MONTBIZOT
DP07220521Z0031-0;1;;impasse de la Sablerie;72380;MONTBIZOT
DP07220521Z0031-2;1;;impasse de la Sablerie;72380;MONTBIZOT
DP07220521Z0032-0;196;;Avenue Jean Lolive;93500;PANTIN
DP07220521Z0032-2;992;;route du Boulay;72380;MONTBIZOT
DP07220521Z0033-0;8;;Allée du Parc;72380;MONTBIZOT
DP07220521Z0033-2;8;;Allée du Parc;72380;MONTBIZOT
DP07221220Z0011-0;;;1 RES du Stade 72130 Mouli;72130;MOULINS LE CARBONNEL
DP07221220Z0011-2;1;RESID;DU STADE;72130;MOULINS LE CARBONNEL
DP07221221Z0013-0;;;18 rue DES METIERS BATTANT;72130;MOULINS LE CARBONNEL
DP07221221Z0013-2;18;;RUE DES METIERS BATTANTS;72130;MOULINS LE CARBONNEL
DP07221221Z0014-0;5;RUE;DES METIERS BATTANTS;72130;MOULINS LE CARBONNEL
DP07221221Z0014-2;5;;RUE DES METIERS BATTANTS;72130;MOULINS LE CARBONNEL
DP07221721Z0037-0;;;LE REFAY;72190;NEUVILLE SUR SARTHE
DP07221721Z0037-2;;;REFAY;72190;NEUVILLE SUR SARTHE
DP07221721Z0040-0;48;RUE;PRINCIPALE;72190;NEUVILLE SUR SARTHE
DP07221721Z0040-2;0048;RUE;RUE PRINCIPALE;72190;NEUVILLE SUR SARTHE
DP07221721Z0042-0;;LIEU-;LA PETITE PERRAUDIERE;72190;NEUVILLE SUR SARTHE
DP07221721Z0042-2;;LIEU-;LA PETITE PERAUDIERE;72190;NEUVILLE SUR SARTHE
DP07221721Z0043-0;11;IMPAS;IMPASSE DU LAVOIR;72190;Neuville-sur-Sarthe
DP07221721Z0044-0;;;ZA LA VOLLERIE;72440;BOULOIRE
DP07221721Z0044-2;25 bi;RUE;de l'Acône;72190;NEUVILLE SUR SARTHE
DP07221721Z0045-0;15;RUE;DE LA RIVIERE;72190;NEUVILLE SUR SARTHE
DP07221721Z0045-2;15;RUE;DE LA RIVIERE;72190;NEUVILLE SUR SARTHE
DP07221920Z0008-0;3;;Saint Julien;72240;Bernay-Neuvy-en-Champagne
DP07221920Z0008-2;;;3 SAINT JULIEN;72240;BERNAY NEUVY EN CHAMPAGNE
DP07221921Z0010-0;13;RUE;PRINCIPALE;72240;CURES
DP07221921Z0010-1;13;RUE;PRINCIPALE;72240;CURES
DP07221921Z0010-2;840;CHEMI;DES BOURLERIES;72240;BERNAY NEUVY EN CHAMPAGNE
DP07222521Z0017-0;14;RUE;des Champs Roux;72610;Oisseau le Petit
DP07222521Z0017-2;14;RUE;des Champs Roux;72610;OISSEAU LE PETIT
DP07222521Z0018-0;2;RUE;CHAMP VERETTE;72610;OISSEAU LE PETIT
DP07222521Z0018-2;2;RUE;CHAMP VERETTE;72610;OISSEAU LE PETIT
DP07222521Z0019-0;68;RUE;Saint Sabin;75011;PARIS
DP07222521Z0019-2;8;RUE;du Verger;72610;OISSEAU LE PETIT
DP07222521Z0020-0;23;RUE;DES CHAMPS ROUX;72610;OISSEAU LE PETIT
DP07222521Z0020-2;23;RUE;DES CHAMPS ROUX;72610;OISSEAU LE PETIT
DP07223121Z0001-0;120;CHEMI;DE CORLEVE;72250;PARIGNE L'EVEQUE
DP07223121Z0001-2;120;;CHEMIN DE CORLEVE;72250;PARIGNE L'EVEQUE
DP07223121Z0022-0;56;AVENU;DU DOCTEUR GALLOUEDECE;72250;PARIGNE L'EVEQUE
DP07223121Z0022-2;56;;AVENUE DU DOCTEUR GALLOUED;72250;PARIGNE L'EVEQUE
DP07223121Z0050-0;3;ALLEE;DU CORMIER;72250;PARIGNE L'EVEQUE
DP07223121Z0050-2;3;;ALLEE DU CORMIER;72250;PARIGNE L'EVEQUE
DP07223121Z0063-0;11;AVENU;DE L'HOMMELAIE;37170;CHAMBRAY-LES-TOURS
DP07223121Z0063-2;6;;PLACE DU 11 NOVEMBRE 1918;72250;PARIGNE L'EVEQUE
DP07223121Z0077-0;16;RUE;DES CHARMES;72100;LE MANS
DP07223121Z0077-2;24;RUE;FERNAND CRAPEZ;72250;PARIGNE L'EVEQUE
DP07223121Z0079-0;97;;LE TAILLIS;72250;PARIGNE L'EVEQUE
DP07223121Z0079-2;97;;LE TAILLIS;72250;PARIGNE L'EVEQUE
DP07223121Z0082-0;15;ALLEE;DES MANDOLINES;72250;PARIGNE L'EVEQUE
DP07223121Z0082-2;15;;ALLÉE DES MANDOLINES;72250;PARIGNE L'EVEQUE
DP07223121Z0084-0;5;RUE;Montoise;72000;
DP07223121Z0084-2;14;IMPAS;du Pissot;72250;PARIGNE L'EVEQUE
DP07223121Z0085-0;8;CHEMI;du Moulin de la Bruyère;72250;
DP07223121Z0085-1;8;CHEMI;du Moulin de la Bruyère;72250;
DP07223121Z0085-2;;LIEU-;LES GRANGES;72250;PARIGNE L'EVEQUE
DP07223121Z0086-0;26;ALLEE;des Fifres;72250;Parigné-L'Evêque
DP07223121Z0086-2;26;ALLEE;des Fifres;72250;PARIGNE L'EVEQUE
DP07223121Z0087-0;627;;LES GUETTES;72250;PARIGNE L'EVEQUE
DP07223121Z0087-2;627;;LES GUETTES;72250;PARIGNE L'EVEQUE
DP07223121Z0088-0;;;LE CHAMP DU BOIS;72250;PARIGNE L'EVEQUE
DP07223121Z0088-2;11;;RUE MARIE CURIE;72250;PARIGNE L'EVEQUE
DP07223121Z0089-0;3;ALLEE;DU CORMIER;72250;PARIGNE L'EVEQUE
DP07223121Z0089-2;3;ALLEE;DU CORMIER;72250;PARIGNE L'EVEQUE
DP07223121Z0090-0;155;;LA PETITE JOUANNETERIE;72250;PARIGNE L'EVEQUE
DP07223121Z0090-2;;;LA SAPINIERE DE LA CHICOTT;72250;PARIGNE L'EVEQUE
DP07223121Z0091-0;9;ALLEE;DES HOUX;72250;PARIGNE L'EVEQUE
DP07223121Z0091-2;9;;ALLÉE DES HOUX;72250;PARIGNE L'EVEQUE
DP07223121Z0092-0;262;ROUTE;des LAIRES;72250;PARIGNE L'EVEQUE
DP07223121Z0092-2;262;;ROUTE DES LAIRES;72250;PARIGNE L'EVEQUE
DP07223121Z0093-0;158;ROUTE;DE MOIRE;72250;PARIGNE L'EVEQUE
DP07223121Z0093-2;158;;ROUTE DE MOIRE;72250;PARIGNE L'EVEQUE
DP07223121Z0094-0;11 BI;RUE;FELIX POYEZ;77000;MELUN
DP07223121Z0094-2;14;;RUE DES NOYERS;72250;PARIGNE L'EVEQUE
DP07223121Z0095-0;;PLACE;DU 11 NOVEMBRE 1918;72250;PARIGNE L'EVEQUE
DP07223121Z0095-2;2;;RUE DES ECOLES;72250;PARIGNE L'EVEQUE
DP07223121Z0096-0;9;RUE;DES FRERES LUMIERES;72650;LA CHAPELLE-SAINT-AUBIN
DP07223121Z0096-2;333;;LE RUISSEAU;72250;PARIGNE L'EVEQUE
DP07223121Z0097-0;2A;RUE;DE L'HUILERIE;72250;PARIGNE L'EVEQUE
DP07223121Z0097-2;2 A;;RUE DE L'HUILERIE;72250;PARIGNE L'EVEQUE
DP07223121Z0098-0;;;LE GRAND ROUGE BEC;72231;PARIGNE L'EVEQUE
DP07223121Z0098-2;;;LE GRAND ROUGEBEC;72250;PARIGNE L'EVEQUE
DP07223121Z0099-0;44;RUE;FERNAND CRAPEZ;72250;PARIGNE L'EVEQUE
DP07223121Z0099-2;44;;RUE FERNAND CRAPEZ;72250;PARIGNE L'EVEQUE
DP07223421Z0085-0;10;LIEU-;VAL DE PIERRE;72140;PEZE LE ROBERT
DP07223421Z0085-2;10;ROUTE;DU RUISSEAU;72140;PEZE LE ROBERT
DP07224120Z0037-0;;;1 avenue DE LA GARE;72450;MONTFORT LE GESNOIS
DP07224120Z0037-2;1;;AVENUE DE LA GARE;72450;MONTFORT-LE-GESNOIS
DP07224121Z0014-0;29;;RUE DE TORCE;72450;LOMRBON
DP07224121Z0014-2;5;;RUE DU PATIS;72450;MONTFORT-LE-GESNOIS
DP07224121Z0051-0;27;;ROUTE DE LOMBRON;72450;MONTFORT LE GESNOIS
DP07224121Z0051-1;27;;ROUTE DE LOMBRON;72450;MONTFORT LE GESNOIS
DP07224121Z0051-2;27;;ROUTE DE LOMBRON;72450;MONTFORT-LE-GESNOIS
DP07224121Z0054-0;8;;ROUTE DE FATINES;72450;MONTFORT LE GESNOIS
DP07224121Z0054-2;8;;ROUTE DE FATINES;72450;MONTFORT-LE-GESNOIS
DP07224121Z0056-2;31;;AVENUE DE LA LIBERATION;72450;MONTFORT-LE-GESNOIS
DP07224121Z0057-0;;;7 B rue DE MONTMEDY;72450;MONTFORT LE GESNOIS
DP07224121Z0057-2;7 BIS;;RUE DE MONTMEDY;72450;MONTFORT-LE-GESNOIS
DP07224121Z0058-0;;;LES FROGERIES;72450;MONTFORT LE GESNOIS
DP07224121Z0058-2;;;LES FROGERIES;72450;MONTFORT-LE-GESNOIS
DP07224121Z0060-2;12;;RUE DU CHAMP DE FOIRE;72450;MONTFORT-LE-GESNOIS
DP07224121Z0061-0;2;;RUE TRAVERSIERE;72450;MONTFORT LE GESNOIS
DP07224121Z0061-2;2;;RUE TRAVERSIERE;72450;MONTFORT-LE-GESNOIS
DP07224121Z0062-0;;;99 route DE CONNERRE;72450;MONTFORT LE GESNOIS
DP07224121Z0062-2;99;;ROUTE DE CONNERRE;72450;MONTFORT-LE-GESNOIS
DP07224121Z0063-0;;;LA SAPINIERE DU TRONCHET;72450;MONTFORT LE GESNOIS
DP07224121Z0063-2;;;LA SAPINIERE DU TRONCHET;72450;MONTFORT LE GESNOIS
DP07224121Z0064-0;10;;GRANDE RUE;72450;MONTFORT LE GESNOIS
DP07224121Z0064-2;10;;GRANDE RUE;72450;MONTFORT-LE-GESNOIS
DP07224921Z0011-0;;;Les Aulnaies;72550;LA QUINTE
DP07224921Z0011-2;;;LES AULNAIES;72550;LA QUINTE
DP07224921Z0015-0;51;RUE;PRINCIPALE;72550;LA QUINTE
DP07224921Z0015-1;51;RUE;PRINCIPALE;72550;LA QUINTE
DP07224921Z0015-2;51;;RUE PRINCIPALE;72550;LA QUINTE
DP07224921Z0016-0;2;RUE;DE L'ECLECHE;72550;LA QUINTE
DP07224921Z0016-2;2;;RUE DE L ECLECHE;72550;LA QUINTE
DP07225421Z0001-2;2;;RUE DE LA DIVISION LECLERC;72610;ROUESSE FONTAINE
DP07226821Z0019-0;3;ROUTE;De Chardonneux;72220;SAINT BIEZ EN BELIN
DP07226821Z0019-2;3;ROUTE;De Chardonneux;72220;SAINT BIEZ EN BELIN
DP07226821Z0021-2;;;CHEMIN DU LORET;72220;SAINT BIEZ EN BELIN
DP07226821Z0022-0;;;3 Impasse Jupiter;72220;SAINT BIEZ EN BELIN
DP07226821Z0022-1;3;IMPAS;Jupiter;72220;SAINT BIEZ EN BELIN
DP07226821Z0022-2;3;IMPAS;Jupiter;72220;SAINT BIEZ EN BELIN
DP07227121Z0006-0;15;RUE;Principale;72110;saint celerin
DP07227121Z0006-2;15;;RUE PRINCIPALE;72110;SAINT CELERIN LE GERE
DP07227121Z0007-0;15;RUE;Principale;72110;Saint Celerin
DP07227121Z0007-2;15;;RUE PRINCIPALE;72110;SAINT CELERIN LE GERE
DP07227121Z0009-0;;;7 route DU CALVAIRE;72110;SAINT CELERIN
DP07227121Z0009-2;7;;ROUTE DU CALVAIRE;72110;SAINT CELERIN LE GERE
DP07227121Z0020-0;34;RUE;Principale;72110;saint célerin
DP07227121Z0020-2;34;RUE;Principale;72110;SAINT CELERIN LE GERE
DP07227121Z0021-0;5;RUE;de l'Arche;72110;Saint-Célerin
DP07227121Z0021-2;5;;RUE DE L ARCHE;72110;SAINT CELERIN LE GERE
DP07227121Z0022-0;;;755 Route de SIllé;72110;SAINT CELERIN
DP07227121Z0022-2;755;;ROUTE DE SILLE LE PHILIPPE;72110;SAINT CELERIN LE GERE
DP07227121Z0023-0;401;ROUTE;de Sillé;72110;saint celerin
DP07227121Z0023-2;401;;ROUTE DE SILLE LE PHILIPPE;72110;SAINT CELERIN LE GERE
DP07227121Z0024-0;755;ROUTE;de Sillé;72110;SAINT CELERIN
DP07227121Z0024-2;755;ROUTE;de Sillé;72110;SAINT CELERIN LE GERE
DP07227121Z0025-2;7;;RUE DE BONNETABLE;72110;SAINT CELERIN LE GERE
DP07227521Z0017-0;26;RUE;CLOS DE LA VIGNE;72460;SAINT-CORNEILLE
DP07227521Z0017-2;26;RUE;CLOS DE LA VIGNE;72460;SAINT-CORNEILLE
DP07227521Z0018-0;11;CHEMI;DU PETIT PRESBYTÈRE;72460;SAINT-CORNEILLE
DP07227521Z0018-2;11;CHEMI;DU PETIT PRESBYTÈRE;72460;SAINT-CORNEILLE
DP07227521Z0019-0;3;ALLEE;DES ACACIAS;72460;SAINT-CORNEILLE
DP07227521Z0019-2;3;ALLEE;DES ACACIAS;72460;SAINT-CORNEILLE
DP07227521Z0020-0;23;CHEMI;DES MARAIS;72460;SAINT-CORNEILLE
DP07227521Z0020-2;23;CHEMI;DES MARAIS;72460;SAINT-CORNEILLE
DP07227521Z0021-0;21;RUE;DES IRIS;72460;SAINT-CORNEILLE
DP07227521Z0021-2;21;RUE;DES IRIS;72460;SAINT-CORNEILLE
DP07227521Z0022-0;13;RUE;RUE DES SABLONS;72460;SAINT-CORNEILLE
DP07227521Z0022-1;;;ZA LE PATIS;72400;LA FERTE BERNARD
DP07227521Z0022-2;13;;RUE DES SABLONS;72460;SAINT-CORNEILLE
DP07227521Z0023-0;29;CHEMI;29 CHEMIN DE NUYET;72460;SAVIGNE L EVEQUE
DP07227521Z0023-2;27;;RUE DES SABLONS;72460;SAINT-CORNEILLE
DP07227521Z0024-0;2104;ROUTE;DE LA CLAIRICIÈRE;72460;SAINT-CORNEILLE
DP07227521Z0024-2;2104;ROUTE;DE LA CLAIRICIÈRE;72460;SAINT-CORNEILLE
DP07227521Z0025-0;7;;ROUTE DE PLAISANCE;72460;SAINT-CORNEILLE
DP07227521Z0025-1;154;;ROUTE DES MOLLIERES;72460;SAINT CORNEILLE
DP07227521Z0025-2;7;;ROUTE DE PLAISANCE;72460;SAINT-CORNEILLE
DP07228221Z0004-0;;;LA RIVIERE;72130;SAINT GEORGES LE GAULTIER
DP07228221Z0004-2;;;LA FONTAINE;72130;SAINT GEORGES LE GAULTIER
DP07228720Z2166-0;76 BI;ROUTE;DE FROMENTEAU;72220;SAINT GERVAIS EN BELIN
DP07228720Z2166-2;76;;ROUTE DE FROMENTEAU;72220;SAINT GERVAIS EN BELIN
DP07228720Z2179-0;150;ALLEE;DES NOISETIERS;69760;LIMONEST
DP07228720Z2179-2;63;ROUTE;DU MANS;72220;SAINT GERVAIS EN BELIN
DP07228721Z2202-0;146D;ROUTE;DE FROMENTEAU;72220;SAINT GERVAIS EN BELIN
DP07228721Z2202-2;146D;;ROUTE DE FROMENTEAU;72220;SAINT GERVAIS EN BELIN
DP07228721Z2214-0;2;RUE;DE NORMANDIE;72220;ST GERVAIS EN BELIN
DP07228721Z2214-2;2;;RUE DE NORMANDIE;72220;SAINT GERVAIS EN BELIN
DP07228721Z2215-0;11;RESID;DES NOYERS;72220;SAINT GERVAIS EN BELIN
DP07228721Z2215-2;;;RESIDENCE DES NOYERS;72220;SAINT GERVAIS EN BELIN
DP07228721Z2216-0;14;RUE;COPERNIC;72100;LE MANS
DP07228721Z2216-2;;;LA VIGNE;72220;SAINT GERVAIS EN BELIN
DP07228721Z2217-0;37;ROUTE;DU MANS;72220;SAINT GERVAIS EN BELIN
DP07228721Z2217-2;37;ROUTE;DU MANS;72220;SAINT GERVAIS EN BELIN
DP07228721Z2218-0;37;ROUTE;DU MANS;72220;SAINT GERVAIS EN BELIN
DP07228721Z2218-2;37;;ROUTE DU MANS;72220;SAINT GERVAIS EN BELIN
DP07228921Z0025-0;;;10 rue DES CHARDONNERETS;72380;SAINTE JAMME SUR SARTHE
DP07228921Z0025-2;10;;RUE DES CHARDONNERETS;72380;SAINTE JAMME SUR SARTHE
DP07228921Z0026-0;31bis;RUE;de Verdun;72380;STE JAMME SUR SARTHE
DP07228921Z0026-2;;;31 bis RUE DE VERDUN;72380;SAINTE JAMME SUR SARTHE
DP07228921Z0027-0;19;CHEMI;DE L'ODERIE;72380;SAINTE JAMME SUR SARTHE
DP07228921Z0027-2;19;CHEMI;L ODERIE;72380;SAINTE JAMME SUR SARTHE
DP07228921Z0028-0;11;RUE;DES ACACIAS;72380;SAINTE JAMME SUR SARTHE
DP07228921Z0028-2;11;;RUE DES ACACIAS;72380;SAINTE JAMME SUR SARTHE
DP07228921Z0029-0;10;RUE;de l'avenir;72380;sainte jamme sur sarthe
DP07228921Z0029-2;10;;RUE DE L AVENIR;72380;SAINTE JAMME SUR SARTHE
DP07228921Z0030-0;63 bi;RUE;du 8 Mai 1945;72380;SAINTE JAMME SUR SARTHE
DP07228921Z0030-2;;;LA BELLE BRU;72380;SAINTE JAMME SUR SARTHE
DP07228921Z0031-0;;IMPAS;de la Ravoirie;74370;EPAGNY METZ-TESSY
DP07228921Z0031-2;70;;RUE DU ONZE NOVEMBRE;72380;SAINTE JAMME SUR SARTHE
DP07228921Z0032-0;1;RUE;du 11 Novembre;72380;STE JAMME SUR SARTHE
DP07228921Z0032-2;1;;RUE DU ONZE NOVEMBRE;72380;SAINTE JAMME SUR SARTHE
DP07229021Z0398-0;8;;RUE DES LILAS;72380;SAINT JEAN D ASSE
DP07229021Z0398-2;8;;RUE DES LILAS;72380;SAINT JEAN D'ASSE
DP07229021Z0399-0;2;RUE;DES MARSAULTS;72380;SAINTE JAMME SUR SARTHE
DP07229021Z0399-2;28;;RUE NATIONALE;72380;SAINT JEAN D'ASSE
DP07229021Z0400-0;20;RUE;PRINCIPALE;72380;SAINT JEAN D'ASSE
DP07229021Z0400-2;20;;RUE PRINCIPALE;72380;SAINT JEAN D'ASSE
DP07229021Z0401-0;3;RUE;DES LILAS;72380;SAINT JEAN D'ASSE
DP07229021Z0401-2;3;;RUE DES LILAS;72380;SAINT JEAN D'ASSE
DP07229421Z0010-0;;;3 LA MOULIERE;72130;SAINT LEONARD DES BOIS
DP07229421Z0010-2;3;;LA MOULIERE;72130;SAINT LEONARD DES BOIS
DP07229421Z0012-2;;;LES GRANDS COLLINS;72130;SAINT LEONARD DES BOIS
DP07229421Z0013-0;;;5 allée JEAN HONORE FRAGO;72100;LE MANS
DP07229421Z0013-2;3;;IMPASSE DE LA VALLEE;72130;SAINT LEONARD DES BOIS
DP07229721Z0008-0;5;ROUTE;DE MARESCHE;72170;SAINT-MARCEAU
DP07229721Z0008-2;5;;ROUTE DE MARESCHE;72170;SAINT MARCEAU
DP07229721Z0012-0;2;LIEU-;BOUVET;72170;SAINT-MARCEAU
DP07229721Z0013-0;1;ALLEE;DU CHAMP DU HOUX;72170;SAINT-MARCEAU
DP07229721Z0013-2;1;ALLEE;DU CHAMP DU HOUX;72170;SAINT MARCEAU
DP07229721Z0014-0;3;ROUTE;de Chadenière;72170;SAINT-MARCEAU
DP07229721Z0014-2;;;LE CHAMP DU CARREFOUR;72170;SAINT MARCEAU
DP07229721Z0015-0;2;LIEU-;LES NOYERS;72170;SAINT MARCEAU
DP07229721Z0015-2;;;LES NOYERS;72170;SAINT MARCEAU
DP07229920Z0034-0;3;;RUE MICHEL DUBOYS;72220;MARIGNE LAILLE
DP07229920Z0034-2;;;MAILLARDIERE;72220;SAINT MARS D'OUTILLE
DP07229921Z0028-0;10;;CLOS DE LA VIVANCIERE;72220;SAINT MARS D'OUTILLE
DP07229921Z0028-2;10;;CLOS DE LA VIVANCIERE;72220;SAINT MARS D'OUTILLE
DP07229921Z0029-0;8;;CLOS DE LA GRANDE MAISON;72220;SAINT MARS D'OUTILLE
DP07229921Z0029-2;8;;CLOS DE LA GRANDE MAISON;72220;SAINT MARS D'OUTILLE
DP07229921Z0038-0;;;16 rue DE LA GRAND MAISON;72220;SAINT MARS D OUTILLE
DP07229921Z0038-2;16;;RUE DE LA GRAND MAISON;72220;SAINT MARS D'OUTILLE
DP07229921Z0043-0;8;;RUE DE LA GRAND MAISON;72220;SAINT MARS D'OUTILLE
DP07229921Z0043-2;8;;RUE DE LA GRAND MAISON;72220;SAINT MARS D'OUTILLE
DP07229921Z0044-0;15;;CLOS DE LA VIVANCIERE;72220;SAINT MARS D'OUTILLE
DP07229921Z0044-2;15;;CLOS DE LA VIVANCIERE;72220;SAINT MARS D'OUTILLE
DP07229921Z0045-0;12;;CLOS DU PETIT PRE;72220;SAINT MARS D'OUTILLE
DP07229921Z0045-2;12;;CLOS DU PETIT PRE;72220;SAINT MARS D'OUTILLE
DP07229921Z0046-0;12;;CLOS DU PETIT PRE;72220;SAINT MARS D'OUTILLE
DP07229921Z0046-2;12;;clos du petit pré;72220;SAINT MARS D'OUTILLE
DP07229921Z0047-0;11;;RUE EDOUARD DUMAS;72000;LE MANS
DP07229921Z0047-2;;LIEU-;LE ROMPE;72220;SAINT MARS D'OUTILLE
DP07229921Z0048-0;196;;AVENUE JEAN LOLIVE;93500;PANTIN
DP07229921Z0048-2;701;;ROUTE D'OUTILLE;72220;SAINT MARS D'OUTILLE
DP07229921Z0049-0;;;LE FOURNEAU DE LA FONTAINE;72220;SAINT MARS D'OUTILLE
DP07229921Z0049-2;;;LE FOURNEAU DE LA FONTAINE;72220;SAINT MARS D'OUTILLE
DP07229921Z0050-0;16;;RUE DE LA GRANDE MAISON;72220;SAINT MARS D'OUTILLE
DP07229921Z0050-2;16;;RUE DE LA GRAND MAISON;72220;SAINT MARS D'OUTILLE
DP07229921Z0051-0;14;;RUE NATIONALE;72220;SAINT MARS D'OUTILLE
DP07229921Z0051-2;14;;RUE NATIONALE;72220;SAINT MARS D'OUTILLE
DP07229921Z0052-0;14;;RUE NATIONALE;72220;SAINT MARS D'OUTILLE
DP07229921Z0052-2;14;;RUE NATIONALE;72220;SAINT MARS D'OUTILLE
DP07229921Z0053-0;;;37 clos DE LA VIVANCIERE;72220;SAINT MARS D OUTILLE
DP07229921Z0053-2;37;;CLOS DE LA VIVANCIERE;72220;SAINT MARS D'OUTILLE
DP07229921Z0054-0;7;;CLOS DE LA GRANDE MAISON;72220;SAINT MARS D'OUTILLE
DP07229921Z0054-2;7;;CLOS DE LA GRANDE MAISON;72220;SAINT MARS D'OUTILLE
DP07230021Z0028-0;1;ROUTE;Départementale Saint Etie;72470;SAINT-MARS-LA-BRIERE
DP07230021Z0028-2;1;ROUTE;Départementales 357 Saint;72470;SAINT MARS LA BRIERE
DP07230021Z0031-0;10 bi;RUE;du Mans;72470;SAINT-MARS-LA-BRIERE
DP07230021Z0031-2;10 Bi;RUE;du Mans;72470;SAINT MARS LA BRIERE
DP07230021Z0036-0;23;RUE;Laugier;75017;PARIS
DP07230021Z0036-2;3;ALLEE;des Charmes;72470;SAINT MARS LA BRIERE
DP07230021Z0037-0;4823;ROUTE;des Loudonneaux;72470;SAINT-MARS-LA-BRIERE
DP07230021Z0037-2;4823;ROUTE;des Loudonneaux;72470;SAINT MARS LA BRIERE
DP07230021Z0038-0;15;RUE;DE LA GRANGE;72470;SAINT-MARS-LA-BRIERE
DP07230021Z0038-2;15;RUE;DE LA GRANGE;72470;SAINT-MARS-LA-BRIERE
DP07230021Z0039-0;200;IMPAS;des Papillonnières;72470;SAINT-MARS-LA-BRIERE
DP07230021Z0039-2;136;IMPAS;des Papillonnières;72470;SAINT MARS LA BRIERE
