id;numvoie;typevoie;libvoie;cp;commune;result_housenumber;result_name;result_postcode;result_city;latitude;longitude;result_score
DP07233421Z0037-2;1;PLACE;DE LA CROIX D'OR;72140;SILLE LE GUILLAUME;1;Place de la Croix d’Or;72140;Sillé-le-Guillaume;48.182669;-0.130304;0.95
DP07233421Z0038-0;46;CHEMI;DE LA PARESSE;72140;SILLE LE GUILLAUME;46;Chemin de la Paresse;72140;Sillé-le-Guillaume;48.190034;-0.127886;0.89
DP07233421Z0038-2;46;;CHEMIN DE LA PARESSE;72140;SILLE LE GUILLAUME;46;Chemin de la Paresse;72140;Sillé-le-Guillaume;48.190034;-0.127886;0.95
DP07233421Z0039-2;4;;RUE DE LA SANGLE;72140;SILLE LE GUILLAUME;4;Rue de la Sangle;72140;Sillé-le-Guillaume;48.185621;-0.125735;0.95
DP07233421Z0040-0;15;ALLEE;DE LA SOURCE;72140;SILLE LE GUILLAUME;15;Allée de la Source;72140;Sillé-le-Guillaume;48.18942;-0.125917;0.95
DP07233421Z0040-2;15;;ALLÉE DE LA SOURCE;72140;SILLE LE GUILLAUME;15;Allée de la Source;72140;Sillé-le-Guillaume;48.18942;-0.125917;0.95
DP07233421Z0041-0;15 BI;RUE;DU DOCTEUR tOUCHARD;72140;SILLE LE GUILLAUME;15;Rue du Docteur Touchard;72140;Sillé-le-Guillaume;48.183408;-0.127168;0.9
DP07233421Z0041-2;15;;RUE DU DOCTEUR TOUCHARD;72140;SILLE LE GUILLAUME;15;Rue du Docteur Touchard;72140;Sillé-le-Guillaume;48.183408;-0.127168;0.96
DP07233421Z0042-0;29;RUE;du Docteur Touchard;72140;SILLE LE GUILLAUME;29;Rue du Docteur Touchard;72140;Sillé-le-Guillaume;48.182985;-0.126406;0.96
DP07233421Z0042-2;29;;RUE DU DOCTEUR TOUCHARD;72140;SILLE LE GUILLAUME;29;Rue du Docteur Touchard;72140;Sillé-le-Guillaume;48.182985;-0.126406;0.96
DP07233521Z0014-2;;;LE PETIT VAUGUERIN;;SILLÉ LE PHILIPPE;;Le Petit Vauguerin;72460;Sillé-le-Philippe;48.116229;0.355352;0.94
DP07233521Z0015-0;;;LE MOULIN NEUF;72460;SILLE LE PHILIPPE;;Moulin Neuf;72460;Sillé-le-Philippe;48.11011;0.376229;0.85
DP07233521Z0015-2;;;LE MOULIN NEUF;72460;SILLÉ LE PHILIPPE;;Moulin Neuf;72460;Sillé-le-Philippe;48.11011;0.376229;0.85
DP07233521Z0016-0;10;RUE;DE L'ENERGIE;67720;HOERDT;10;Rue de l’Energie;67720;Hœrdt;48.674081;7.790925;0.95
DP07233521Z0016-2;8;;RUE NEUVE;72460;SILLÉ LE PHILIPPE;8;Rue Neuve;72460;Sillé-le-Philippe;48.106346;0.352406;0.95
DP07233721Z0007-0;5;;LA BASSE ROBINIERE;72130;SOUGE LE GANELON;;La Basse Robiniere;72130;Sougé-le-Ganelon;48.299942;-0.02372;0.89
DP07233721Z0007-2;5;;LA BASSE ROBINIERE;72130;SOUGE LE GANELON;;La Basse Robiniere;72130;Sougé-le-Ganelon;48.299942;-0.02372;0.89
DP07233721Z0011-0;53;RUE;DE LA POTERIE;72130;MOULINS LE CARBONNEL;53;Rue de la Poterie;72130;Moulins-le-Carbonnel;48.375097;-0.015926;0.95
DP07233721Z0011-2;8;RUE;GENERAL  CAMBRONNE;72130;SOUGE LE GANELON;8;Rue du General Cambronne;72130;Sougé-le-Ganelon;48.318373;-0.024727;0.88
DP07233721Z0013-0;8;RUE;DU PUITS;72130;SAINT PAUL LE GAULTIER;8;Rue du Puits;72130;Saint-Paul-le-Gaultier;48.321379;-0.106984;0.94
DP07233721Z0013-2;;;RESIDENCE DES AVALOIRS;72130;SOUGE LE GANELON;;Residence des Avaloirs;72130;Sougé-le-Ganelon;48.325217;-0.039256;0.94
DP07233721Z0014-0;13;RUE;de la Martinière;72130;SOUGE LE GANELON;13;Rue de la Martinière;72130;Sougé-le-Ganelon;48.317642;-0.026195;0.95
DP07233721Z0014-2;0013;RUE;RUE DE LA MARTINIERE;;SOUGE LE GANELON;13;Rue de la Martinière;72130;Sougé-le-Ganelon;48.317642;-0.026195;0.83
DP07233721Z0015-0;5;RUE;de la Fontaine;72130;Sougé le Ganelon;5;Rue de la Fontaine;72130;Sougé-le-Ganelon;48.318748;-0.031123;0.95
DP07233721Z0015-2;5;;RUE DE LA FONTAINE;72130;SOUGE LE GANELON;5;Rue de la Fontaine;72130;Sougé-le-Ganelon;48.318748;-0.031123;0.95
DP07233721Z0016-0;7;RUE;de la Basse Cour;72130;SOUGE LE GANELON;7;Rue de la Basse-Cour;72130;Sougé-le-Ganelon;48.320328;-0.030667;0.95
DP07233721Z0016-2;7;RUE;de la Basse Cour;72130;SOUGE LE GANELON;7;Rue de la Basse-Cour;72130;Sougé-le-Ganelon;48.320328;-0.030667;0.95
DP07233821Z0010-0;;;LA PETITE MORADERIE;72380;SOUILLE;;Lieu Dit la Moraderie;72380;Souillé;48.12996;0.173793;0.56
DP07233821Z0010-2;;;LA PETITE MORADERIE;72380;SOUILLE;;Lieu Dit la Moraderie;72380;Souillé;48.12996;0.173793;0.56
DP07233821Z0011-0;8;RUE;DES PATIS;72380;SAINTE JAMME SUR SARTHE;8;Rue des Pâtis;72380;Sainte-Jamme-sur-Sarthe;48.142722;0.17057;0.95
DP07233821Z0011-2;;;LES JENVRIES;72380;SOUILLE;;Allée des Noés;72380;Souillé;48.116548;0.181061;0.43
DP07233821Z0012-0;;;24 domaine DU FOUR A CHANV;72380;SOUILLE;24;Domaine du Four à Chanvre;72380;Souillé;48.121336;0.184434;0.85
DP07233821Z0012-2;24;;DOMAINE DU FOUR A CHANVRE;72380;SOUILLE;24;Domaine du Four à Chanvre;72380;Souillé;48.121336;0.184434;0.95
DP07233821Z0013-0;;;LE VIEUX CHENE;72380;SOUILLE;;Rue du Vieux Chêne;72380;Sainte-Jamme-sur-Sarthe;48.143656;0.161919;0.46
DP07233821Z0013-2;;;LE VIEUX CHENE;72380;SOUILLE;;Rue du Vieux Chêne;72380;Sainte-Jamme-sur-Sarthe;48.143656;0.161919;0.46
DP07234021Z0019-0;8;IMPAS;de la Prée;72290;SOULIGNE-SOUS-BALLON;8;Impasse de la Pree;72290;Souligné-sous-Ballon;48.134423;0.235621;0.86
DP07234021Z0019-2;8;;IMPASSE DE LA PREE;72290;SOULIGNE SOUS BALLON;8;Impasse de la Pree;72290;Souligné-sous-Ballon;48.134423;0.235621;0.95
DP07234021Z0026-0;7;ALLEE;des Noisetiers;72290;SOULIGNE-SOUS-BALLON;7;Allée des Noisetiers;72290;Souligné-sous-Ballon;48.142425;0.232965;0.95
DP07234021Z0026-2;7;;ALLÉE DES NOISETIERS;72290;SOULIGNE SOUS BALLON;7;Allée des Noisetiers;72290;Souligné-sous-Ballon;48.142425;0.232965;0.95
DP07234021Z0027-0;13;ROUTE;des Crêtes;72290;SOULIGNE-SOUS-BALLON;13;Route des Crêtes;72290;Souligné-sous-Ballon;48.14386;0.233324;0.95
DP07234021Z0027-1;74;AVENU;du Général de Gaulle;72000;LE MANS;74;Avenue du Général de Gaulle;72000;Le Mans;48.004216;0.19812;0.91
DP07234021Z0027-2;13;ROUTE;DES CRETES;72290;SOULIGNE SOUS BALLON;13;Route des Crêtes;72290;Souligné-sous-Ballon;48.14386;0.233324;0.95
DP07234021Z0028-0;16;RUE;Louis-Raphaël DU MESNIL;72290;SOULIGNE-SOUS-BALLON;16;Rue Louis Raphael du Mesnil;72290;Souligné-sous-Ballon;48.136281;0.233702;0.95
DP07234021Z0028-2;16;RUE;LOUIS-RAPHAEL DU MESNIL;72290;SOULIGNE SOUS BALLON;16;Rue Louis Raphael du Mesnil;72290;Souligné-sous-Ballon;48.136281;0.233702;0.95
DP07234121Z0006-0;;;LA PETITE ROCHE;72370;SOULITRÉ;;La Petite Roche;72370;Soulitré;48.020658;0.466195;0.94
DP07234121Z0006-2;;;LA PETITE ROCHE;72370;SOULITRÉ;;La Petite Roche;72370;Soulitré;48.020658;0.466195;0.94
DP07235021Z0053-0;47;RUE;DU HUIT MAI;72220;TELOCHE;47;Rue du 8 Mai;72220;Teloché;47.892647;0.263915;0.72
DP07235021Z0053-2;4;;RUE DE L ARCHE;72220;TELOCHE;4;Rue de l’Arche;72220;Teloché;47.887174;0.268421;0.96
DP07235021Z0054-0;6;RUE;DE BEL AIR;72220;TELOCHE;6;Rue de Bel Air;72220;Teloché;47.889545;0.269025;0.96
DP07235021Z0054-2;6;;RUE DE BEL AIR;72220;TELOCHE;6;Rue de Bel Air;72220;Teloché;47.889545;0.269025;0.96
DP07235021Z0055-0;8;RUE;DES JARDINS;72220;TELOCHE;8;Rue des Jardins;72220;Teloché;47.887314;0.271654;0.95
DP07235021Z0055-2;8;;RUE DES JARDINS;72220;TELOCHE;8;Rue des Jardins;72220;Teloché;47.887314;0.271654;0.95
DP07235021Z0056-0;4;IMPAS;DES VIOLETTES;72220;TELOCHE;4;Impasse des Violettes;72220;Teloché;47.891879;0.26666;0.84
DP07235021Z0056-2;4;;IMPASSE DES VIOLETTES;72220;TELOCHE;4;Impasse des Violettes;72220;Teloché;47.891879;0.26666;0.95
DP07235021Z0057-0;31;RUE;DE BEL AIR;72220;TELOCHE;31;Rue de Bel Air;72220;Teloché;47.890564;0.277198;0.96
DP07235021Z0057-2;31;RUE;DE BEL AIR;72220;TELOCHE;31;Rue de Bel Air;72220;Teloché;47.890564;0.277198;0.96
DP07235021Z0059-0;;LIEU-;L'ORESIERE;72220;TELOCHE;;Lieu Dit la Huberdiere;72220;Teloché;47.912053;0.276777;0.45
DP07235021Z0059-2;;;L ORESIERE;72220;TELOCHE;;Résidence de l’Amitié;72220;Teloché;47.889188;0.274856;0.41
DP07235021Z0060-0;;;LA PETITE BELLANGERIE;72220;TELOCHE;;La Petite Bellangerie;72220;Teloché;47.857316;0.259202;0.94
DP07235021Z0060-2;;;LA PETITE BELLANGERIE;72220;TELOCHE;;La Petite Bellangerie;72220;Teloché;47.857316;0.259202;0.94
DP07235021Z0061-0;6;IMPAS;DES ROSES;72220;TELOCHE;6;Rue des Roses;72220;Teloché;47.890831;0.268102;0.63
DP07235021Z0061-2;6;;RUE DES ROSES;72220;TELOCHE;6;Rue des Roses;72220;Teloché;47.890831;0.268102;0.96
DP07235021Z0062-0;67;RUE;BEL AIR;72220;TELOCHE;67;Rue de Bel Air;72220;Teloché;47.890677;0.280559;0.85
DP07235021Z0062-2;67;;RUE DE BEL AIR;72220;TELOCHE;67;Rue de Bel Air;72220;Teloché;47.890677;0.280559;0.96
DP07235021Z0063-0;196;AVENU;JEAN LOLIVE;93500;PANTIN;196;Avenue Jean Lolive;93500;Pantin;48.894814;2.423154;0.88
DP07235021Z0063-2;30;;RUE DES ALOUETTES;72220;TELOCHE;30;Rue des Alouettes;72220;Teloché;47.888016;0.276692;0.96
DP07235021Z0064-0;10;IMPAS;DES PERRIERES;72220;TELOCHE;10;Hameau des Perrieres;72220;Teloché;47.884131;0.293367;0.63
DP07235021Z0064-2;10;HAMEA;DES PERRIERES;72220;TELOCHE;10;Hameau des Perrieres;72220;Teloché;47.884131;0.293367;0.87
DP07235120Z0016-0;11;RUE;Andrée Le Grou;72240;Tennie;11;Rue Madame Andree le Grou;72240;Tennie;48.107918;-0.077805;0.76
DP07235120Z0016-2;11;;RUE ANDREE LE GROU;72240;TENNIE;11;Rue Madame Andree le Grou;72240;Tennie;48.107918;-0.077805;0.76
DP07235121Z0014-0;3;RUE;FAYOLLE;23110;SANNAT;3;Fayolle;23110;Sannat;46.102096;2.408422;0.75
DP07235121Z0014-2;14;RUE;ANDREE LE GROU;72240;TENNIE;14;Rue Madame Andree le Grou;72240;Tennie;48.108988;-0.079515;0.76
DP07235121Z0015-0;3;IMPAS;DE LA NOE;72240;TENNIE;3;Impasse de la Noe;72240;Tennie;48.106048;-0.07679;0.8
DP07235121Z0015-2;3;;IMPASSE DE LA NOE;72240;TENNIE;3;Impasse de la Noe;72240;Tennie;48.106048;-0.07679;0.94
DP07235121Z0016-0;7;;rue du Petit Beauvais;72240;TENNIE;7;Rue le Petit Beauvais;72240;Tennie;48.106455;-0.071019;0.77
DP07235121Z0016-2;7;;RUE DU PETIT BEAUVAIS;72240;TENNIE;7;Rue le Petit Beauvais;72240;Tennie;48.106455;-0.071019;0.77
DP07235821Z0010-2;12;;PLACE DE L EGLISE;72160;THORIGNE SUR DUE;12;Place de l’Eglise;72160;Thorigné-sur-Dué;48.037026;0.533731;0.95
DP07235821Z0013-0;;;LES BROSSES;72160;THORIGNE SUR DUE;;Impasse des Roses;72160;Thorigné-sur-Dué;48.038047;0.534633;0.64
DP07235821Z0013-2;;;LES BROSSES;72160;THORIGNE SUR DUE;;Impasse des Roses;72160;Thorigné-sur-Dué;48.038047;0.534633;0.64
DP07235821Z0014-0;21;;LA BARRE;72160;THORIGNE SUR DUE;21;Lieu Dit la Barre;72160;Thorigné-sur-Dué;48.031147;0.539156;0.72
DP07235921Z0021-0;;;LA PIECE DU PONT;72110;SAINT CELERIN;;La Piece du Pont;72110;Saint-Célerin;48.11728;0.416775;0.94
DP07235921Z0021-2;;;LE GRAND PATURAIL;;TORCÉ EN VALLÉE;;Le Paturail du Moulin;72110;Torcé-en-Vallée;48.144153;0.411715;0.59
DP07235921Z0022-2;4;;CHEMIN DE L OGERIE;;TORCÉ EN VALLÉE;4;Chemin de l’Ogerie;72110;Torcé-en-Vallée;48.132041;0.396635;0.95
DP07235921Z0023-0;;;24 RUE GISELE LEDRU MADELA;72110;TORCE EN VALLEE;24;Rue Gisèle Ledru Madelain;72110;Torcé-en-Vallée;48.134777;0.389967;0.87
DP07235921Z0024-0;68;;ROUTE DE FRANCOURT LIEU-DI;72110;TORCE EN VALLEE;68;Route de Francourt;72110;Torcé-en-Vallée;48.129321;0.375042;0.79
DP07235921Z0024-2;68;;ROUTE DE FRANCOURT LIEU-DI;72110;TORCÉ EN VALLÉE;68;Route de Francourt;72110;Torcé-en-Vallée;48.129321;0.375042;0.79
DP07236121Z0007-0;2;LIEU-;La Pointe du Bourg;72440;Tresson;2;Rue du Lavoir;72440;Tresson;47.903346;0.574681;0.38
DP07236121Z0007-2;2;LIEU-;La Pointe du Bourg;72240;TRESSON;;;;;;;
DP07236121Z0008-0;2;LIEU-;La Houssaie;72440;Tresson;;La Rouliniere;72440;Tresson;47.903404;0.565113;0.4
DP07236121Z0008-2;2;LIEU-;La Houssaie;72240;TRESSON;;;;;;;
DP07236121Z0009-0;;LIEU-;LOIRECOPARK 1;72500;Vaas;;Loirecopark 1;72500;Vaas;47.679225;0.298837;0.74
DP07236121Z0009-2;;;LE BOIS DU RONDEAU;72240;TRESSON;;;;;;;
DP07238020Z0022-0;13;RESID;DE HAUT DES MURS;72170;VIVOIN;13;Résidence le Haut des Murs;72170;Vivoin;48.234403;0.160509;0.75
DP07238020Z0022-2;13;RESID;DU HAUT DES MURS;72170;VIVOIN;13;Résidence le Haut des Murs;72170;Vivoin;48.234403;0.160509;0.67
DP07238021Z0020-0;;;LE PETIT VERGER, CONGE DES;72170;VIVOIN;;Le Petit Verger;72170;Vivoin;48.230913;0.161646;0.65
DP07238021Z0020-2;;;CONGE DES GUERETS;72170;VIVOIN;;Conge des Guerets;72170;Vivoin;48.263093;0.157974;0.94
DP07238021Z0023-0;;;6 rue DE MARESCHE;72170;VIVOIN;6;Rue de Maresché;72170;Vivoin;48.233284;0.155576;0.95
DP07238021Z0023-2;6;;RUE DE MARESCHE;72170;VIVOIN;6;Rue de Maresché;72170;Vivoin;48.233284;0.155576;0.95
DP07238021Z0027-0;;;CHERREAU;72170;MEURCE;;Chemin du Cazeau;72170;Meurcé;48.2355;0.195862;0.43
DP07238021Z0027-2;;;BEAULORIER;72170;VIVOIN;;Beaulorier;72170;Vivoin;48.232854;0.133116;0.95
DP07238021Z0028-0;;;2 rue DE BEAULIEU;72170;VIVOIN;2;Rue de Beaulieu;72170;Vivoin;48.231511;0.140627;0.94
DP07238021Z0028-2;2;;RUE DE BEAULIEU;72170;VIVOIN;2;Rue de Beaulieu;72170;Vivoin;48.231511;0.140627;0.94
DP07238021Z0029-0;;;10 rue DE VILLENEUVE;72170;VIVOIN;10;Rue de Villeneuve;72170;Vivoin;48.234103;0.161615;0.95
DP07238021Z0029-2;10;;RUE DE VILLENEUVE;72170;VIVOIN;10;Rue de Villeneuve;72170;Vivoin;48.234103;0.161615;0.95
DP07238021Z0030-0;;;LA CAVE;72170;VIVOIN;;La Cave;72170;Le Tronchet;48.184741;0.082606;0.44
DP07238021Z0030-2;;;LA CAVE;72170;VIVOIN;;La Cave;72170;Le Tronchet;48.184741;0.082606;0.44
DP07238021Z0031-0;;;5 BEAULORIER;72170;VIVOIN;5;Beaulorier;72170;Vivoin;48.233207;0.133268;0.95
DP07238021Z0031-2;;;BEAULORIER;72170;VIVOIN;;Beaulorier;72170;Vivoin;48.232854;0.133116;0.95
DP07238221Z0012-0;10;ROUTE;DE LA BRAZONNIERE;72440;VOLNAY;10;Route de la Brazonniére;72440;Volnay;47.936753;0.465032;0.95
DP07238221Z0012-2;3;;RUE PRINCIPALE;72440;VOLNAY;3;Rue Principale;72440;Volnay;47.932538;0.467918;0.95
DP07238221Z0013-0;;LIEU-;LE SARGILET;72440;Volnay;;Lieu Dit les Sargilets;72440;Volnay;47.959368;0.484055;0.69
DP07238221Z0013-2;;LIEU-;LE SARGILET;72440;VOLNAY;;Lieu Dit les Sargilets;72440;Volnay;47.959368;0.484055;0.69
DP07238221Z0014-0;;LIEU-;Les Bordages;72440;Volnay;;Lieu Dit les Forges;72440;Volnay;47.965322;0.468265;0.58
DP07238221Z0014-1;;;15 rue Camille Claudel;72210;LA SUZE SUR SARTHE;15;Rue Camille Claudel;72210;La Suze-sur-Sarthe;47.89357;0.043707;0.95
DP07238221Z0014-2;;;LES BORDAGES;72440;VOLNAY;;Les Prés;72440;Volnay;47.931214;0.471506;0.51
DP07238221Z0015-2;;;MONTHONGIS;72440;VOLNAY;;Monthongis;72440;Volnay;47.945758;0.459393;0.94
DP07238221Z0016-0;9;AVENU;de l'Alma;94210;SAINT MAUR DES FOSSES;9;Avenue de l’Alma;94210;Saint-Maur-des-Fossés;48.787984;2.495326;0.91
DP07238221Z0016-2;7;;ROUTE DE LA BRAZONNIERE;72440;VOLNAY;7;Route de la Brazonniére;72440;Volnay;47.936519;0.463779;0.95
DP07238221Z0017-0;;;Les Plouses;72440;VOLNAY;;Les Prés;72440;Volnay;47.931214;0.471506;0.61
DP07238221Z0017-1;;;ZA des quatre vies;38290;FRONTONAS;;Les Quatre Vies;38290;Frontonas;45.652953;5.175746;0.79
DP07238221Z0017-2;;;LES PLOUSES;72440;VOLNAY;;Les Prés;72440;Volnay;47.931214;0.471506;0.61
DP07238221Z0018-0;;;La Sapinière des Loges;72440;Volnay;;Lieu Dit la Loge;72440;Volnay;47.926635;0.468256;0.42
DP07238221Z0018-2;;;LES LOGES;72440;VOLNAY;;Lieu Dit la Loge;72440;Volnay;47.926635;0.468256;0.37
PA07202419Z001602-0;17;;AVENUE DU MANS;72650;LA BAZOGE;17;Avenue du Mans;72650;La Bazoge;48.089657;0.158275;0.96
PA07202419Z001602-2;17;;AVENUE DU MANS;72650;LA BAZOGE;17;Avenue du Mans;72650;La Bazoge;48.089657;0.158275;0.96
PA07218621Z0001-0;;;Poché;72380;SAINTE SABINE SUR LONGEVE;;Rue Poche;72380;Sainte-Sabine-sur-Longève;48.140547;0.093187;0.83
PA07218621Z0001-2;;;LA CROIX DE PIERRE;72170;MARESCHE;;Rue de la Croix de Pierre;72170;Maresché;48.221601;0.132406;0.76
PA07220517Z000302-0;11;RUE;DU DONJON;72055;LE MANS CEDEX 02;;;;;;;
PA07220517Z000302-2;;;DE LA POSTE;72380;MONTBIZOT;;Rue de la Poste;72380;Montbizot;48.144428;0.182582;0.8
PA07220520Z000102-0;;;Place Louis Rouzay;72380;MONTBIZOT;;Place Louis Rouzay;72380;Montbizot;48.145522;0.182951;0.94
PA07220520Z000102-2;;;Le Clos;72380;MONTBIZOT;;Le Clos des Fontaines;72380;Montbizot;48.150146;0.173876;0.52
PA07221720Z0002-0;51 A;CHEMI;DE LA BROSSE;49130;LES PONTS DE CE;51;Chemin de la Brosse;49130;Les Ponts-de-Cé;47.442386;-0.507505;0.85
PA07221720Z0002-2;;RUE;DU STADE;72190;NEUVILLE SUR SARTHE;;Rue du Stade;72190;Neuville-sur-Sarthe;48.07908;0.196915;0.96
PA07223421Z0001-0;8;RUE;DE LA GARE;72140;PEZE-LE-ROBERT;8;Rue de la Gare;72140;Pezé-le-Robert;48.194151;-0.060048;0.95
PA07223421Z0001-2;;RUE;de la gare;72140;PEZE LE ROBERT;;Rue de la Gare;72140;Pezé-le-Robert;48.192752;-0.057486;0.95
PA07227121Z000101-0;;LIEU-;Les Côtières;41800;Trôo;;Lieu-Dit les Côtieres;41800;Troo;47.772603;0.768538;0.79
PA07227121Z000101-2;;;Le Verger;72110;SAINT CELERIN LE GERE;;Le Vieux Pre;72110;Saint-Célerin;48.125494;0.437225;0.47
PA07229421Z0001-0;2;RUE;ABBE LELIEVRE;72130;FRESNAY SUR SARTHE;2;Rue de l’Abbé Lelièvre;72130;Fresnay-sur-Sarthe;48.284464;0.023315;0.85
PA07229421Z0001-2;;;LE GASSEAU;72130;SAINT LEONARD DES BOIS;;Le Gasseau;72130;Saint-Léonard-des-Bois;48.360188;-0.074446;0.94
PA07230113P000402-0;;;ESPACE FRANCOIS MITTERAND;72290;Ballon-Saint Mars;;Rue Francois Nicolas;72290;Ballon-Saint Mars;48.171564;0.24722;0.52
PA07230113P000402-2;;LIEU-;LE BOURG;72290;BALLON - SAINT MARS;;Lieu Dit la Mare;72290;Ballon-Saint Mars;48.161016;0.299206;0.56
PA07235921Z0002-0;3;RUE;DE L'ANCIENNE GARE;72110;TORCE EN VALLEE;3;Rue de l’Ancienne Gare;72110;Torcé-en-Vallée;48.133491;0.387888;0.95
PA07235921Z0002-2;;;RUE DE L'ANCIENNE GARE;;TORCÉ EN VALLÉE;;Rue de l’Ancienne Gare;72110;Torcé-en-Vallée;48.133957;0.387988;0.95
PC07200721Z0003-0;35;;RUE DES HAUTS JARDINS;72210;LA SUZE SUR SARTHE;35;Rue des Hauts Jardins;72210;La Suze-sur-Sarthe;47.885504;0.019598;0.96
PC07200721Z0003-2;;;7 Le Petit Levant;72370;ARDENAY SUR MERIZE;;Rue du Levant;72370;Ardenay-sur-Mérize;47.99539;0.426364;0.62
PC07200721Z0004-0;2B;RUE;Docteur CLAUSSE;72250;PARIGNE L EVEQUE;2bis;Rue du Docteur Clausse;72250;Parigné-l'Évêque;47.937201;0.366007;0.82
PC07200721Z0004-1;2B;RUE;du Docteur Clausse;72250;PARIGNE L'EVEQUE;2bis;Rue du Docteur Clausse;72250;Parigné-l'Évêque;47.937201;0.366007;0.87
PC07200721Z0004-2;;;Lot 33 LE PETIT LEVANT;;ARDENAY SUR MERIZE;;Rue du Levant;72370;Ardenay-sur-Mérize;47.99539;0.426364;0.56
PC07201121Z0003-0;17;RUE;Adrien Moinet;61420;SAINT DENIS SUR SARTHON;17;Rue Adrien Moinet;61420;Saint-Denis-sur-Sarthon;48.453488;-0.048995;0.95
PC07201121Z0003-2;;;La Madeleine;72130;ASSE LE BOISNE;;Rue de la Madeleine;72130;Assé-le-Boisne;48.321356;-0.011188;0.75
PC07201121Z0004-0;1;RUE;DES EPINETTES;72130;ASSE LE BOISNE;1;Rue des Epinettes;72130;Assé-le-Boisne;48.28798;0.020071;0.95
PC07201121Z0004-2;1;;RUE DES EPINETTES;72130;ASSE LE BOISNE;1;Rue des Epinettes;72130;Assé-le-Boisne;48.28798;0.020071;0.95
PC07202321Z0006-0;;;LE DALIBERT;72290;BALLON-SAINT MARS;;Dalibert;72290;Ballon-Saint Mars;48.171399;0.278116;0.84
PC07202321Z0006-2;;;Le Dalibert;72290;BALLON - SAINT MARS;;Dalibert;72290;Ballon-Saint Mars;48.171399;0.278116;0.84
PC07202321Z0010-0;9;;LE VERGER;72290;BALLON-SAINT MARS;9;Lieu Dit le Verger;72290;Ballon-Saint Mars;48.166708;0.257822;0.73
PC07202321Z0010-2;;;LE VERGER ST MARS;72290;BALLON - SAINT MARS;;Le Verger St Mars (Saint-Mars-sous-Ballon);72290;Ballon-Saint Mars;48.166577;0.257612;0.81
PC07202321Z0011-0;19;RUE;DE TOURAINE;72000;LE MANS;19;Rue Toussaint;72000;Le Mans;48.003625;0.184998;0.62
PC07202321Z0011-2;25;;RUE PAUL COURBOULAY;72290;BALLON - SAINT MARS;;Rue Paul Courboulay;72290;Ballon-Saint Mars;48.173476;0.244241;0.88
PC07202321Z0013-0;156;AVENU;BOLLEE;72000;LE MANS;156;Avenue Bollée;72000;Le Mans;47.99765;0.214228;0.88
PC07202321Z0013-1;80;BOULE;DE CHINON;37300;JOUE LES TOURS;80;Boulevard de Chinon;37300;Joué-lès-Tours;47.352509;0.690373;0.83
PC07202321Z0013-2;14;;RUE PAUL COURBOULAY;72290;BALLON - SAINT MARS;14;Rue Paul Courboulay;72290;Ballon-Saint Mars;48.173476;0.244241;0.95
PC07202321Z0014-0;4;RUE;DE BEL AIR;72290;BALLON- SAINT MARS;4;Rue de Bel Air;72290;Ballon-Saint Mars;48.174426;0.243693;0.95
PC07202321Z0014-2;4;;RUE DE BEL AIR;72290;BALLON - SAINT MARS;4;Rue de Bel Air;72290;Ballon-Saint Mars;48.174426;0.243693;0.95
PC07202408P233101-0;9;;ROUTE DE L'AUNAY TRUCHET;72650;LA BAZOGE;;L’Aunay Truchet;72650;La Bazoge;48.097687;0.173055;0.66
PC07202408P233101-2;9;;ROUTE DE L'AUNAY TRUCHET;72650;LA BAZOGE;;L’Aunay Truchet;72650;La Bazoge;48.097687;0.173055;0.66
PC07202421Z286801-0;2;;impasse des Iris;72650;AIGNE;2;Impasse des Iris;72650;Aigné;48.0641;0.114543;0.95
PC07202421Z286801-2;;;Lot 13 - Lotissement Le Gr;72650;LA BAZOGE;13;Avenue Nationale;72650;La Bazoge;48.096514;0.155388;0.35
PC07202421Z288601-0;118;;RUE DES COCHEREAUX;72000;LE MANS;118;Rue des Cochereaux;72000;Le Mans;48.012969;0.181754;0.98
PC07202421Z288601-2;;;LOTISSEMENT  LE CLOS DES G;72650;LA BAZOGE;;Rue des Cytises;72650;La Bazoge;48.092055;0.152077;0.48
PC07202421Z2906-0;5;;RUE DE L'ARCHE;72650;LA BAZOGE;5;Rue de l’Arche;72650;La Bazoge;48.087054;0.15717;0.95
PC07202421Z2906-2;5;;RUE DE L'ARCHE;72650;LA BAZOGE;5;Rue de l’Arche;72650;La Bazoge;48.087054;0.15717;0.95
PC07202421Z2910-0;10;;RUE DU MORTIER;72650;LA BAZOGE;10;Rue du Mortier;72650;La Bazoge;48.100535;0.152174;0.96
PC07202421Z2910-2;;;LOTISSEMENT LE GRAND CLOTE;72650;LA BAZOGE;;Rue du Grand Cloteau;72650;La Bazoge;48.098666;0.146808;0.49
PC07202421Z2911-0;5;;ROUTE DE SAINT NICOLAS;72650;LA BAZOGE;;Saint Nicolas;72650;La Bazoge;48.107914;0.138059;0.64
PC07202421Z2911-2;;;LE CLOS DES GUIGNIERS;72650;LA BAZOGE;;Rue de la Côte des Guigniers;72650;La Bazoge;48.08947;0.160452;0.59
PC07202421Z2912-0;;;L'AUNAY TRUCHET;72650;LA BAZOGE;;L’Aunay Truchet;72650;La Bazoge;48.097687;0.173055;0.94
PC07202421Z2912-2;;;L AUNAY TRUCHET;72650;LA BAZOGE;;L’Aunay Truchet;72650;La Bazoge;48.097687;0.173055;0.94
